"index","Mean","SD","Naive SE","Time-series SE","2.5%","25%","50%","75%","97.5%"
"mu[4,46]",7.2438767692582,0.517968319329187,0.00183129455518734,0.00187491198145255,6.21492359069274,6.90028224354611,7.24829425069044,7.59129505464016,8.25039763998744
"mu[5,46]",4.58455502267131,0.383470983384062,0.00135577466369572,0.00140888154852784,3.82308012133914,4.33009021344398,4.58754801971442,4.84323433134331,5.33128409203395
"mu[6,46]",5.90418027735908,0.451614557834083,0.00159669858163522,0.00163157882060117,5.00838465513196,5.60545222108136,5.90673637823622,6.20505674005619,6.79125866285527
"mu[1,47]",3.68110568708941,0.319929767676851,0.00113112254113869,0.00115300358254027,3.04480602072876,3.46850830386522,3.68403169114401,3.89669952823096,4.30356883744109
"mu[2,47]",2.41143137296596,0.207552986921047,0.000733810622536976,0.000745764488823718,2.00046509782429,2.27350503726943,2.41266771660539,2.55187385080219,2.81559329458661
"mu[3,47]",3.13317261975122,0.236649341021531,0.000836681768998262,0.000856122152655864,2.66006994175848,2.97607447015524,3.13492585736187,3.29301447883358,3.59237685128716
"mu[4,47]",7.25151361237319,0.518357610940292,0.00183267090887769,0.0018829169560914,6.22362571257032,6.9079144693912,7.25534633874321,7.59938214747928,8.26076963151831
"mu[5,47]",4.66091466424862,0.383695985063375,0.00135657016476182,0.00141230007500154,3.89964415074876,4.40477928720265,4.66403522034091,4.91882688720107,5.40805854948421
"mu[6,47]",5.92438905449625,0.451668950708411,0.00159689088948665,0.00163254681723993,5.02981740843915,5.62407495976675,5.92611219956702,6.22594849560162,6.81128975443988
"mu[1,48]",3.77832444595329,0.320177528000026,0.00113199850616182,0.0011539715849274,3.14196312311668,3.56609050105306,3.7804241997775,3.99394524760519,4.40171297189256
"mu[2,48]",2.47217067566981,0.207482765629357,0.000733562352779286,0.000746203673571838,2.06216214505729,2.33438648422066,2.47392761182866,2.61235009640616,2.87682810465358
"mu[3,48]",3.18255117337418,0.236741905108662,0.000837009032466785,0.000857214709952166,2.71084064949192,3.02601936115964,3.18450756708461,3.34210338246982,3.64157998174404
"mu[4,48]",7.269551265843,0.518454487075065,0.00183301341773686,0.00188403228527595,6.23928035603515,6.92359282144027,7.27294180652106,7.61661733948554,8.27711553471334
"mu[5,48]",4.73155438781638,0.383840378297677,0.00135708067193749,0.00141457750327143,3.96799926941063,4.47657374383516,4.73460093940027,4.98833147337407,5.47831029171551
"mu[6,48]",5.94838941357569,0.451618479953705,0.00159671244842213,0.00163230584583432,5.0541950657936,5.64726615866469,5.95127097093354,6.24972782990665,6.83004562799317
"mu[1,49]",3.87618474612451,0.320317752301732,0.00113249427393494,0.00115399665410022,3.2367325974605,3.66354352125334,3.87830092101015,4.09234771830347,4.49968184514023
"mu[2,49]",2.52857747068175,0.207331595630922,0.000733027886124262,0.000746150857689441,2.11819118167189,2.39075887359766,2.5303508333149,2.66795888952901,2.93174120820008
"mu[3,49]",3.227350002849,0.236758822489146,0.000837068844439088,0.000857625326775017,2.75663796920258,3.07074383720696,3.22949066594097,3.38666891114142,3.68680966343481
"mu[4,49]",7.29772670006276,0.518253715767072,0.00183230358397011,0.00188289242909364,6.2707876805891,6.9526925129682,7.30166956381683,7.64593776147343,8.30538401051275
"mu[5,49]",4.79544410713816,0.383901434551056,0.00135729653839148,0.00140886735256776,4.02955198300327,4.54044190747191,4.79969555506571,5.05194499506762,5.54325585899102
"mu[6,49]",5.97583137531793,0.45146557077972,0.00159617183285297,0.00163991858360401,5.07932912793772,5.67427000695232,5.9785709650089,6.27706108427453,6.85513763028769
"mu[1,50]",3.97325956406436,0.320341763070028,0.00113257916482036,0.00115611683434654,3.33290589920924,3.76138439138131,3.97559008381955,4.18929108298746,4.59649769820802
"mu[2,50]",2.57982921991347,0.207104427498195,0.000732224725488658,0.000745598260470932,2.17056498876751,2.44211889413605,2.58175803694451,2.718925244657,2.98227657156442
"mu[3,50]",3.26691584036377,0.236697836327612,0.000836853225797189,0.000855183520605023,2.79746722020321,3.11051544931608,3.26850902366624,3.42569554763566,3.72474064461249
"mu[4,50]",7.33562905375601,0.517763121564388,0.00183056907153247,0.00187176718824259,6.3116217261464,6.99131039634844,7.33897922257048,7.68263529321948,8.34289700170566
"mu[5,50]",4.85165216623913,0.383879321953011,0.00135721835855134,0.00140412603640665,4.0881955695547,4.59791583766499,4.8557551914319,5.10764713981667,5.59943147164042
"mu[6,50]",6.00631477412686,0.45121653920142,0.00159529137326425,0.00163756164908334,5.1130064268202,5.70387294374124,6.00949908753909,6.30668336222957,6.88547969675887
"mu[1,51]",4.06813333033383,0.320245915452119,0.00113224029231744,0.00115474562613097,3.42958020323663,3.85704788877733,4.07009273484665,4.28403055070291,4.69087341079382
"mu[2,51]",2.62517855745226,0.206809288368802,0.000731181251089722,0.000744745512661794,2.2173689292333,2.48833386910536,2.6268611284066,2.76433449596589,3.02923196768394
"mu[3,51]",3.30067172691301,0.236559807359439,0.000836365219700212,0.000854342726744918,2.83064128964218,3.14485911131636,3.30191187309874,3.45923634170184,3.7582434939324
"mu[4,51]",7.38270562525722,0.517003230065559,0.00182788244937353,0.00186650895641804,6.36030470967945,7.03838557036075,7.38582971873529,7.73162991590987,8.38783136773556
"mu[5,51]",4.89935892504807,0.383777042262324,0.00135685674523703,0.00140227730585079,4.13391893220531,4.64530429932238,4.90434048003993,5.15525297078368,5.64761158088761
"mu[6,51]",6.03939509340519,0.450881274966422,0.00159410603519397,0.00163397307960582,5.14392453396458,5.73706285814878,6.04329525552014,6.34023542034798,6.91781695147397
"mu[1,52]",4.1594225717836,0.320031828898795,0.00113148338204935,0.00114996383388368,3.52020426010901,3.94775544665524,4.16092720469548,4.37534718296749,4.78068097903688
"mu[2,52]",2.66396418783901,0.206456916704908,0.000729935429124535,0.000750320225158699,2.25443287397276,2.5266134516011,2.66574100614431,2.80278610534397,3.0661821067404
"mu[3,52]",3.3281254256592,0.236348705430251,0.00083561886167196,0.000859667604097088,2.86021018705754,3.17197903507906,3.32971853307617,3.48709851562014,3.78605166340725
"mu[4,52]",7.43826993214671,0.516006299218621,0.00182435776656231,0.00185945660847645,6.41764988772283,7.09450299159153,7.44265583511181,7.78660035097821,8.44121355146859
"mu[5,52]",4.93786871159529,0.383600237348518,0.00135623164546953,0.00139949234972864,4.17424093089592,4.68459996656107,4.94227040370151,5.19356355126849,5.68739552182811
"mu[6,52]",6.07458994760747,0.450472751306979,0.00159266168594463,0.00162635391000823,5.18232207475248,5.77224643852304,6.07868731095699,6.37525339378022,6.95249252953477
"mu[1,53]",4.24579608570785,0.319706356641276,0.00113033266384746,0.00114788748395986,3.60882538680694,4.03438429549199,4.24747717423003,4.46192272334086,4.8654979620994
"mu[2,53]",2.69562052924504,0.206060261450977,0.000728533041025294,0.000747920834021141,2.2859738242098,2.55880391671496,2.69675756959952,2.83444674022267,3.09651815399972
"mu[3,53]",3.34887659985428,0.236071449433874,0.000834638613696147,0.000858823985372327,2.88305022478464,3.19252260428437,3.35076594844316,3.5078286252318,3.80744844658388
"mu[4,53]",7.50151172171011,0.514814770910464,0.00182014507782894,0.00186038316875111,6.48378183200927,7.15883877609176,7.50546355113718,7.84917197375347,8.50131884261373
"mu[5,53]",4.96661996647643,0.383356875609692,0.0013553712317905,0.00139947653408724,4.20285539127609,4.71257313329587,4.97056505319552,5.22228106944672,5.716963335976
"mu[6,53]",6.11138611650751,0.45000638564452,0.00159101283433244,0.00161279233500156,5.21981560729786,5.81062046571621,6.11590027406309,6.41262393534326,6.98867499608728
"mu[1,54]",4.32599435177735,0.319281293069719,0.00112882983717804,0.00114506917439488,3.6911314147167,4.11474336891968,4.32734164939488,4.54136469592118,4.94548394532604
"mu[2,54]",2.71968596092878,0.205633867633385,0.000727025511225917,0.000744111366234366,2.31029286055172,2.5830063185455,2.72075336494499,2.85839378752986,3.1191412109971
"mu[3,54]",3.3626226506509,0.23573760199111,0.000833458284742847,0.000855407928911836,2.8956605523581,3.20641361775088,3.36401042905245,3.52156997234726,3.82119886006022
"mu[4,54]",7.57150878624746,0.513479200118576,0.00181542312201045,0.00185935597680057,6.5603536949745,7.22953189428885,7.57468502992064,7.91780295190024,8.5680562894299
"mu[5,54]",4.98519343165315,0.383056834616242,0.00135431042668499,0.00140783812759265,4.22232169270209,4.73174465308841,4.98870074109423,5.2397165961388,5.73438370869257
"mu[6,54]",6.14924702910499,0.449499283287425,0.00158921995675516,0.00160990049800546,5.25744661514792,5.84997252678172,6.15267487827932,6.4509761635732,7.0260767621312
"mu[1,55]",4.39884789868205,0.31877283025945,0.00112703214967243,0.00114160768596638,3.76563531462593,4.1873194556504,4.4003282686296,4.61341716420424,5.01733213512927
"mu[2,55]",2.73580955470565,0.20519317704904,0.000725467434722939,0.000741188952683751,2.32743977626596,2.59923940842416,2.73674767504745,2.87395829406775,3.13378279997621
"mu[3,55]",3.36916312967503,0.235358931945711,0.000832119483958177,0.000853755019007316,2.90297888249283,3.21290633674793,3.37046735241082,3.52823803856789,3.82613838161384
"mu[4,55]",7.64724041093816,0.512055744801611,0.00181039044747374,0.001853494465871,6.63607419033472,7.30676646749141,7.65016417421909,7.99225562718611,8.64176043471493
"mu[5,55]",4.99331826417936,0.382711401537761,0.00135308913632379,0.00140333342855845,4.23119449997867,4.73936979410605,4.9961802802284,5.24848804475988,5.74221680898822
"mu[6,55]",6.18762058803889,0.448969402923243,0.0015873465467615,0.00161168595877397,5.2959071409717,5.88975722722821,6.19037792778088,6.48875430828441,7.0626838256677
"mu[1,56]",4.46329435765618,0.318200786233187,0.00112500966862189,0.00113555100554763,3.83219245659902,4.25095044403263,4.46569343224583,4.67703482879647,5.08129982221388
"mu[2,56]",2.7437561922712,0.204753778684718,0.000723913926907669,0.00073806579268496,2.33687543231499,2.60767118980454,2.74479154661426,2.88160950492319,3.14117112334113
"mu[3,56]",3.36840266201464,0.234948864374092,0.000830669676154994,0.000851602059182513,2.90196976338148,3.21268562207747,3.37056688851019,3.52780906119361,3.82697612255978
"mu[4,56]",7.72760225816145,0.510603327186751,0.00180525537575082,0.00184120986296688,6.72090365080934,7.38563861654281,7.73016560481608,8.07108117140424,8.71800224551861
"mu[5,56]",4.99087598570131,0.382332717326322,0.00135175028545461,0.00139810451067759,4.22842379892916,4.7387549847724,4.99429654909676,5.24657880739029,5.73699121775533
"mu[6,56]",6.22594722041023,0.448434687858543,0.00158545604352024,0.00160012686598758,5.33259438802155,5.92787511628514,6.22802426480218,6.52552215141806,7.10191940043066
"mu[1,57]",4.51839395420709,0.317587638974712,0.00112284186570022,0.00113200445868187,3.88832716836069,4.30680724046895,4.52030430287826,4.73165048271768,5.1371240019342
"mu[2,57]",2.74340999375547,0.204330648334291,0.000722417935207106,0.000733641896219795,2.33779790522316,2.60771530408308,2.74480115385666,2.88047807710828,3.14025538056601
"mu[3,57]",3.36035233700063,0.234521844096453,0.000829159931484881,0.000849030889005622,2.89594456591857,3.20495866456719,3.36256266448665,3.51925598330489,3.81633176944301
"mu[4,57]",7.81142247122568,0.509180604386266,0.00180022529105097,0.00182596526899479,6.80396792185393,7.47084085128524,7.81439892972526,8.15573298952699,8.80256903542488
"mu[5,57]",4.97790221013873,0.38193319392049,0.00135033775690707,0.00137678180026385,4.2159240474771,4.72645747200284,4.98021841435555,5.23248809673597,5.7249958092968
"mu[6,57]",6.26366803761497,0.4479122100186,0.00158360880540202,0.00159050375522654,5.37280845968211,5.96561319570282,6.26607957348295,6.56393667052042,7.1388446205498
"mu[1,58]",4.56334321214361,0.31695741140269,0.00112061367475088,0.00112066671195379,3.93389874873632,4.35206608907413,4.56557535435575,4.77569153949157,5.18261747778469
"mu[2,58]",2.73477600751238,0.203937419867809,0.000721027662631078,0.000729515451361159,2.32919190742331,2.5996921728623,2.73666909750411,2.87152436621567,3.13169864818351
"mu[3,58]",3.34512954649946,0.234092644299875,0.00082764248105166,0.000844379405012681,2.88260188505655,3.18981571022686,3.34715318272944,3.50318002353274,3.79908814435381
"mu[4,58]",7.89747876267771,0.507842910330715,0.0017954958283618,0.00181182866507671,6.89191492703423,7.55768310640816,7.90103952043822,8.2404122043977,8.88660086683661
"mu[5,58]",4.95458612435373,0.381524935626726,0.0013488943458671,0.00136291850558803,4.19242611270732,4.70298856787386,4.95660823178542,5.20872433355366,5.70023465720146
"mu[6,58]",6.30023298519838,0.447417374235335,0.00158185929671242,0.00158354343423025,5.41168063100419,6.00344087229291,6.3022798760971,6.59987618505178,7.17418938744329
"mu[1,59]",4.59748667006809,0.316334462854675,0.00111841121903772,0.0011146224276736,3.96846853641745,4.3872743879895,4.60012225130455,4.80932578591717,5.21638830493825
"mu[2,59]",2.71798013650341,0.203585731082519,0.000719784255006352,0.000724827530924354,2.31321008197689,2.58366996743979,2.72003085241793,2.85383419197203,3.11449474045604
"mu[3,59]",3.32295627307538,0.233675656381267,0.000826168206127056,0.000841770460940643,2.86161130413149,3.16715840670628,3.32499989824578,3.48045476787639,3.77605240057669
"mu[4,59]",7.98451623800627,0.506639347884511,0.00179124059252534,0.00180324314550391,6.98117983924752,7.64543044790813,7.98613287084129,8.32711384970928,8.9718005742257
"mu[5,59]",4.92126772938031,0.381119196082621,0.00134745983995193,0.00136002551580061,4.16006893377783,4.66963169724609,4.92236966002439,5.17482295442592,5.66585013795753
"mu[6,59]",6.33510886388761,0.446963227992177,0.00158025364727149,0.00158080362039725,5.44784941906483,6.03790982726431,6.33803042709899,6.63434094940902,7.20840630518242
"mu[1,60]",4.62032643947963,0.315742251205167,0.0011163174346714,0.00111223537103571,3.99389734740856,4.4103186765893,4.62355978922373,4.8318477878451,5.2367982903902
"mu[2,60]",2.69326730234887,0.203284684494657,0.0007187198945877,0.000723562019263506,2.28881078322947,2.55896824417893,2.69486136665527,2.82925999751001,3.0895065690821
"mu[3,60]",3.29415585298478,0.233284199954983,0.000824784198659236,0.000835563176102634,2.83248293218522,3.13900765554491,3.29665271827407,3.45088522643981,3.74751993738238
"mu[4,60]",8.07126569482974,0.505610215448427,0.00178760205990387,0.00179124835867453,7.06713323462737,7.73385216840915,8.07301463727788,8.41229294808373,9.05936966952649
"mu[5,60]",4.87843288244366,0.380725900638204,0.00134606933057315,0.00135695016325244,4.11985892629623,4.62674908237725,4.88031158555627,5.13248633051841,5.62334027103887
"mu[6,60]",6.36778710483773,0.446559916423675,0.00157882772554639,0.00157453012015845,5.48084735956518,6.07018658602129,6.37042804251013,6.66718498854619,7.23929208812109
"mu[1,61]",4.63152946510952,0.315202135419821,0.00111440783699918,0.0011102429896658,4.00749976433023,4.42163761617797,4.63390678175226,4.84230565228936,5.24538011257173
"mu[2,61]",2.66099787381918,0.203040457562281,0.000717856421987543,0.000722460537576114,2.25590491933243,2.52600510457523,2.66272073839629,2.7967769107982,3.05699815469124
"mu[3,61]",3.25914826120546,0.232929892611855,0.000823531533034483,0.00083333279472886,2.79725058924598,3.10374933332723,3.26141876389622,3.41569558652836,3.7119621567243
"mu[4,61]",8.15646213072488,0.504784942730627,0.00178468428022845,0.00178607636453339,7.15510952991409,7.82064694239988,8.1568209510919,8.49633096324374,9.14213356026095
"mu[5,61]",4.8267062120678,0.380353260548613,0.00134475184890169,0.0013483090595036,4.07092012724154,4.57513780439089,4.82886837187625,5.08069662196994,5.56867459666703
"mu[6,61]",6.3977911857107,0.446214314119237,0.00157760583688108,0.00157230230766682,5.50936368125955,6.10131304110626,6.40026787479935,6.69722026346065,7.26896742168075
"mu[1,62]",4.63093238161707,0.314732289959742,0.00111274668244452,0.00110870487139986,4.00886228138162,4.42115590578425,4.63255931602504,4.8414545001639,5.24408783850905
"mu[2,62]",2.62164241184675,0.202856087816427,0.000717204576499847,0.000720792110377544,2.21750606840074,2.48650325431992,2.62298156797026,2.75728185046806,3.01742853979456
"mu[3,62]",3.21844398725581,0.232622117033213,0.000822443382040777,0.0008311141513195,2.75709976268988,3.06403911824582,3.22046058213034,3.37401788851847,3.67074344172579
"mu[4,62]",8.23886318981066,0.504180683759175,0.00178254790214691,0.00177370421837905,7.23693620417072,7.90255736651633,8.24042172281438,8.57875446242948,9.22512149008035
"mu[5,62]",4.76684200958514,0.380007500146128,0.00134352940127537,0.00134348407117078,4.01431210649738,4.51481086138861,4.76843404604175,5.02102770032385,5.51027165619767
"mu[6,62]",6.42468357944407,0.445929854588764,0.00157660012056623,0.00157079424406514,5.53746388080932,6.12880412653017,6.42697026633614,6.72334632825786,7.29318612514698
"mu[1,63]",4.61854389582411,0.314346799022218,0.00111138376616447,0.00110892333174555,3.99755508294602,4.40819505759356,4.62053980444663,4.82977306315662,5.23044114099075
"mu[2,63]",2.5757748076879,0.202731446827106,0.000716763904056032,0.000721235304053228,2.17316581011751,2.44051889776062,2.57692507585975,2.71163372856492,2.97067694262337
"mu[3,63]",3.17263659110806,0.23236761824118,0.000821543592932527,0.000828976906826538,2.71228513563902,3.01861232453089,3.17455644417038,3.327410304313,3.62499100202533
"mu[4,63]",8.31726727909459,0.503801672265625,0.00178120789416073,0.00177163391163449,7.31667174462135,7.98177328830258,8.31774053962856,8.65775542225149,9.30431270623963
"mu[5,63]",4.6997132298703,0.379692711410844,0.00134241645502857,0.0013423666803469,3.94748039207823,4.44800258616594,4.70015145331858,4.95311221640136,5.44494108006977
"mu[6,63]",6.44807213438083,0.445706565833906,0.00157581067560262,0.00156572608648434,5.5617572347494,6.15315306110828,6.45120109247062,6.7461594118553,7.3212603759826
"mu[1,64]",4.59454465974993,0.314054989623821,0.00111035206414237,0.00110719595178368,3.97452849734188,4.38435442061834,4.59633869975426,4.80603539102181,5.20631270606914
"mu[2,64]",2.52406391429613,0.20266340385435,0.000716523335818795,0.000715782483348116,2.12310391502342,2.38875559948191,2.52476181414835,2.6601899694319,2.91962377613686
"mu[3,64]",3.1223940477473,0.232170256200729,0.000820845812746769,0.00082698223953688,2.66249914354645,2.96924552816744,3.12430214345131,3.2769572318061,3.57689300825196
"mu[4,64]",8.39053109040427,0.503639388858615,0.00178063413567288,0.00177082173972938,7.38932111528631,8.05524239258141,8.39187297473533,8.73080296556487,9.38010672635063
"mu[5,64]",4.62629876169238,0.379410842506587,0.00134141989796055,0.00134136583277773,3.87470807043147,4.37499750688885,4.62659159778019,4.87945759620716,5.37142482697088
"mu[6,64]",6.46761579272355,0.445541307274174,0.00157522639836144,0.0015648140546783,5.58415077313995,6.17144407738696,6.46870042081109,6.76594473554082,7.34133046598376
"mu[1,65]",4.55928463629809,0.313861048162807,0.00110966637753119,0.00110855357183721,3.93923079647078,4.34974692299447,4.56111856271035,4.77005050669426,5.17175000546199
"mu[2,65]",2.46726379293987,0.202646166709256,0.000716462393307873,0.000711565987705379,2.06701230364833,2.33157006905044,2.46769640174709,2.60334045749544,2.86330259267139
"mu[3,65]",3.06844900659211,0.232030929128576,0.000820353217159155,0.000825179627875404,2.6108555636027,2.91405626103809,3.07040007523895,3.22325505056714,3.5228704490016
"mu[4,65]",8.45758627239508,0.503673527022343,0.00178075483230822,0.00177116917936778,7.4603507744159,8.12296654469144,8.45988451954126,8.79646874361639,9.44626612772778
"mu[5,65]",4.54766915331239,0.379161818439353,0.00134053946492744,0.00134048160122959,3.79855091986841,4.29642218821034,4.54755097145487,4.80013219116049,5.29247899133852
"mu[6,65]",6.48302956392511,0.445428190353846,0.00157482646965428,0.00156461073092871,5.59952648889205,6.18746388383455,6.48466419373578,6.78053072700592,7.35655395185935
"mu[1,66]",4.51327799600915,0.313763946286457,0.00110932307055503,0.00110707194386425,3.89519951777735,4.30383258294752,4.51457017547862,4.72329433279714,5.12749677575796
"mu[2,66]",2.40620271729124,0.202671775106796,0.000716552932665653,0.000711411852056401,2.00631863296819,2.27043210436449,2.40638688798546,2.54217688121045,2.80336135845173
"mu[3,66]",3.01158810781616,0.23194767149027,0.000820058856955997,0.000823604521999871,2.55434824788623,2.85746189995693,3.01297141453439,3.16596373751312,3.4668710451362
"mu[4,66]",8.51745500951847,0.503873683424662,0.00178146249205511,0.00176575906537218,7.52048009211104,8.18206743988246,8.51922189986712,8.85474260639139,9.50773904304885
"mu[5,66]",4.46497100147899,0.378943783649618,0.00133976859553566,0.00133970774660671,3.71662987677116,4.21343533389085,4.46512651286332,4.71693795584716,5.20868045175759
"mu[6,66]",6.49408868049261,0.44535915353557,0.00157458238764251,0.00156502260549912,5.60924857931372,6.19824182482129,6.49503794617355,6.79191454800423,7.36827373745152
"mu[1,67]",4.45719561929648,0.31375768029879,0.00110930091694318,0.0011060043661743,3.83744584867132,4.24783427355836,4.45823126805596,4.66741305086191,5.07279123518437
"mu[2,67]",2.34177109533076,0.202730711795043,0.000716761305325254,0.000711553160605145,1.94192161631912,2.20634783601764,2.34218754432308,2.4777472686978,2.73950920038021
"mu[3,67]",2.95264051136322,0.231915918797051,0.000819946594232517,0.000822277108427343,2.49616159300637,2.79872238845461,2.95393939312344,3.10713999949063,3.40902146224783
"mu[4,67]",8.56926428077453,0.504201644680672,0.00178262201019557,0.00176814258494284,7.56885008204753,8.23330627318898,8.57114806155721,8.90488649408637,9.55832411341173
"mu[5,67]",4.37941023146591,0.378753448690251,0.00133909565983334,0.00133903292326677,3.63434076281298,4.12799997233924,4.37929127292675,4.63150279425366,5.12337800894053
"mu[6,67]",6.50063187560352,0.445324652953027,0.00157446040966316,0.00156593125907797,5.61717889416739,6.20479038633027,6.50157279020865,6.79857745422213,7.3773399031164
"mu[1,68]",4.39185531349904,0.313831806121384,0.00110956299130226,0.00110218154226363,3.77441874675317,4.18181991134727,4.39316357643883,4.6014134287876,5.0091364482111
"mu[2,68]",2.27490848519399,0.202812589808996,0.000717050787819734,0.000711934518705643,1.8764871961458,2.13922626033752,2.27490823800317,2.41097860579252,2.67321056642803
"mu[3,68]",2.89246580592799,0.231928920054213,0.000819992560618034,0.000821202245188263,2.43621877116541,2.73834191322846,2.89301934896876,3.04688525041837,3.34938658742168
