"Mean","2.5%","97.5%","Region"
3.82149564583872,3.45484526570282,4.18296800203377,"HSE Dublin and Midlands"
2.17618218615286,1.93875832258817,2.40967027408525,"HSE Dublin and North East"
2.86752171924292,2.59406890297956,3.1376102337167,"HSE Dublin and South East"
7.96674862084661,7.38082592423878,8.54531417900862,"HSE Mid West"
4.26904737638828,3.83195322514542,4.70311055012492,"HSE South West"
6.18699623382635,5.67025941500891,6.69810822114648,"HSE West and North West"
