"HSE Dublin and Midlands","HSE Dublin and North East","HSE Dublin and South East","HSE Mid West","HSE South West","HSE West and North West","time"
4.24579608570785,2.69562052924504,3.34887659985428,7.50151172171011,4.96661996647643,6.11138611650751,1
4.32599435177735,2.71968596092878,3.3626226506509,7.57150878624746,4.98519343165315,6.14924702910499,2
4.39884789868205,2.73580955470565,3.36916312967503,7.64724041093816,4.99331826417936,6.18762058803889,3
4.46329435765618,2.7437561922712,3.36840266201464,7.72760225816145,4.99087598570131,6.22594722041023,4
4.51839395420709,2.74340999375547,3.36035233700063,7.81142247122568,4.97790221013873,6.26366803761497,5
4.56334321214361,2.73477600751238,3.34512954649946,7.89747876267771,4.95458612435373,6.30023298519838,6
4.59748667006809,2.71798013650341,3.32295627307538,7.98451623800627,4.92126772938031,6.33510886388761,7
4.62032643947963,2.69326730234887,3.29415585298478,8.07126569482974,4.87843288244366,6.36778710483773,8
4.63152946510952,2.66099787381918,3.25914826120546,8.15646213072488,4.8267062120678,6.3977911857107,9
4.63093238161707,2.62164241184675,3.21844398725581,8.23886318981066,4.76684200958514,6.42468357944407,10
4.61854389582411,2.5757748076879,3.17263659110806,8.31726727909459,4.6997132298703,6.44807213438083,11
4.59454465974993,2.52406391429613,3.1223940477473,8.39053109040427,4.62629876169238,6.46761579272355,12
4.55928463629809,2.46726379293987,3.06844900659211,8.45758627239508,4.54766915331239,6.48302956392511,13
4.51327799600915,2.40620271729124,3.01158810781616,8.51745500951847,4.46497100147899,6.49408868049261,14
4.45719561929648,2.34177109533076,2.95264051136322,8.56926428077453,4.37941023146591,6.50063187560352,15
4.39185531349904,2.27490848519399,2.89246580592799,8.61225859032402,4.29223451196603,6.50256373473914,16
4.31820988740893,2.20658989429821,2.83194147421734,8.64581098431896,4.20471506127227,6.49985608704311,17
4.23733325717359,2.13781156153875,2.77195009727656,8.66943219330149,4.11812811005239,6.49254841611591,18
4.15040478618016,2.06957642988257,2.71336648447025,8.68277776685432,4.03373629103201,6.48074728425512,19
4.05869208728161,2.00287952120133,2.65704491679193,8.68565309646342,3.95277022696628,6.4646247785371,20
3.96353253814688,1.93869342661198,2.60380668952348,8.67801625334843,3.87641058538897,6.44441600139994,21
3.86631377928299,1.87795412390812,2.55442813590052,8.65997859987863,3.80577086182121,6.42041564232049,22
3.76845347911178,1.82154732889618,2.5096293064257,8.63180316565886,3.74188114249944,6.39297368057825,23
3.67137866117192,1.77029557966447,2.47006346891093,8.59390081196562,3.68567308339847,6.36249028176932,24
3.57650489490245,1.72494624212567,2.43630758236169,8.5468242404644,3.63796632458952,6.32940996249099,25
3.48521565345269,1.68616061173892,2.4088538836155,8.49125993357491,3.59945653804231,6.29421510828871,26
3.39884213952844,1.65450427033289,2.38810270942042,8.42801814401152,3.57070528316116,6.25741893938868,27
3.31864387345894,1.63043883864916,2.37435665862381,8.35802107947416,3.55213181798445,6.21955802679119,28
3.24579032655424,1.61431524487229,2.36781617959967,8.28228945478346,3.54400698545823,6.18118446785729,29
3.18134386758011,1.60636860730673,2.36857664726006,8.20192760756018,3.54644926393628,6.14285783548595,30
3.12624427102919,1.60671480582246,2.37662697227407,8.11810739449594,3.55942303949886,6.10513701828121,31
3.08129501309268,1.61534879206555,2.39184976277524,8.03205110304391,3.58273912528386,6.0685720706978,32
3.0471515551682,1.63214466307453,2.41402303619932,7.94501362771535,3.61605752025729,6.03369619200857,33
3.02431178575666,1.65685749722907,2.44282345628993,7.85826417089188,3.65889236719393,6.00101795105845,34
3.01310876012677,1.68912692575875,2.47783104806924,7.77306773499675,3.71061903756979,5.97101387018549,35
3.01370584361922,1.72848238773119,2.51853532201889,7.69066667591097,3.77048324005246,5.94412147645211,36
3.02609432941218,1.77434999189004,2.56434271816664,7.61226258662704,3.8376120197673,5.92073292151535,37
3.05009356548635,1.82606088528181,2.6145852615274,7.53899877531735,3.91102648794522,5.90118926317263,38
3.0853535889382,1.88286100663807,2.66853030268259,7.47194359332654,3.9896560963252,5.88577549197107,39
3.13136022922713,1.9439220822867,2.72539120145854,7.41207485620315,4.07235424815861,5.87471637540358,40
3.18744260593981,2.00835370424718,2.78433879791148,7.36026558494709,4.15791501817168,5.86817318029266,41
3.25278291173725,2.07521631438395,2.84451350334672,7.3172712753976,4.24509073767157,5.86624132115704,42
3.32642833782736,2.14353490527973,2.90503783505736,7.28371888140266,4.33261018836532,5.86894896885308,43
3.4073049680627,2.21231323803918,2.96502921199814,7.26009767242013,4.4191971395852,5.87625663978027,44
3.49423343905612,2.28054836969537,3.02361282480446,7.24675209886731,4.50358895860558,5.88805777164106,45
3.58594613795468,2.3472452783766,3.07993439248277,7.2438767692582,4.58455502267131,5.90418027735908,46
3.68110568708941,2.41143137296596,3.13317261975122,7.25151361237319,4.66091466424862,5.92438905449625,47
3.77832444595329,2.47217067566981,3.18255117337418,7.269551265843,4.73155438781638,5.94838941357569,48
3.87618474612451,2.52857747068175,3.227350002849,7.29772670006276,4.79544410713816,5.97583137531793,49
3.97325956406436,2.57982921991347,3.26691584036377,7.33562905375601,4.85165216623913,6.00631477412686,50
4.06813333033383,2.62517855745226,3.30067172691301,7.38270562525722,4.89935892504807,6.03939509340519,51
4.1594225717836,2.66396418783901,3.3281254256592,7.43826993214671,4.93786871159529,6.07458994760747,52
4.24579608570785,2.69562052924504,3.34887659985428,7.50151172171011,4.96661996647643,6.11138611650751,53
4.32599435177735,2.71968596092878,3.3626226506509,7.57150878624746,4.98519343165315,6.14924702910499,54
4.39884789868205,2.73580955470565,3.36916312967503,7.64724041093816,4.99331826417936,6.18762058803889,55
4.46329435765618,2.7437561922712,3.36840266201464,7.72760225816145,4.99087598570131,6.22594722041023,56
4.51839395420709,2.74340999375547,3.36035233700063,7.81142247122568,4.97790221013873,6.26366803761497,57
4.56334321214361,2.73477600751238,3.34512954649946,7.89747876267771,4.95458612435373,6.30023298519838,58
4.59748667006809,2.71798013650341,3.32295627307538,7.98451623800627,4.92126772938031,6.33510886388761,59
4.62032643947963,2.69326730234887,3.29415585298478,8.07126569482974,4.87843288244366,6.36778710483773,60
4.63152946510952,2.66099787381918,3.25914826120546,8.15646213072488,4.8267062120678,6.3977911857107,61
4.63093238161707,2.62164241184675,3.21844398725581,8.23886318981066,4.76684200958514,6.42468357944407,62
4.61854389582411,2.5757748076879,3.17263659110806,8.31726727909459,4.6997132298703,6.44807213438083,63
4.59454465974993,2.52406391429613,3.1223940477473,8.39053109040427,4.62629876169238,6.46761579272355,64
4.55928463629809,2.46726379293987,3.06844900659211,8.45758627239508,4.54766915331239,6.48302956392511,65
4.51327799600915,2.40620271729124,3.01158810781616,8.51745500951847,4.46497100147899,6.49408868049261,66
4.45719561929648,2.34177109533076,2.95264051136322,8.56926428077453,4.37941023146591,6.50063187560352,67
4.39185531349904,2.27490848519399,2.89246580592799,8.61225859032402,4.29223451196603,6.50256373473914,68
4.31820988740893,2.20658989429821,2.83194147421734,8.64581098431896,4.20471506127227,6.49985608704311,69
4.23733325717359,2.13781156153875,2.77195009727656,8.66943219330149,4.11812811005239,6.49254841611591,70
4.15040478618016,2.06957642988257,2.71336648447025,8.68277776685432,4.03373629103201,6.48074728425512,71
4.05869208728161,2.00287952120133,2.65704491679193,8.68565309646342,3.95277022696628,6.4646247785371,72
3.96353253814688,1.93869342661198,2.60380668952348,8.67801625334843,3.87641058538897,6.44441600139994,73
3.86631377928299,1.87795412390812,2.55442813590052,8.65997859987863,3.80577086182121,6.42041564232049,74
3.76845347911178,1.82154732889618,2.5096293064257,8.63180316565886,3.74188114249944,6.39297368057825,75
3.67137866117192,1.77029557966447,2.47006346891093,8.59390081196562,3.68567308339847,6.36249028176932,76
3.57650489490245,1.72494624212567,2.43630758236169,8.5468242404644,3.63796632458952,6.32940996249099,77
3.48521565345269,1.68616061173892,2.4088538836155,8.49125993357491,3.59945653804231,6.29421510828871,78
3.39884213952844,1.65450427033289,2.38810270942042,8.42801814401152,3.57070528316116,6.25741893938868,79
3.31864387345894,1.63043883864916,2.37435665862381,8.35802107947416,3.55213181798445,6.21955802679119,80
3.24579032655424,1.61431524487229,2.36781617959967,8.28228945478346,3.54400698545823,6.18118446785729,81
3.18134386758011,1.60636860730673,2.36857664726006,8.20192760756018,3.54644926393628,6.14285783548595,82
3.12624427102919,1.60671480582246,2.37662697227407,8.11810739449594,3.55942303949886,6.10513701828121,83
3.08129501309268,1.61534879206555,2.39184976277524,8.03205110304391,3.58273912528386,6.0685720706978,84
3.0471515551682,1.63214466307453,2.41402303619932,7.94501362771535,3.61605752025729,6.03369619200857,85
3.02431178575666,1.65685749722907,2.44282345628993,7.85826417089188,3.65889236719393,6.00101795105845,86
3.01310876012677,1.68912692575875,2.47783104806924,7.77306773499675,3.71061903756979,5.97101387018549,87
3.01370584361922,1.72848238773119,2.51853532201889,7.69066667591097,3.77048324005246,5.94412147645211,88
3.02609432941218,1.77434999189004,2.56434271816664,7.61226258662704,3.8376120197673,5.92073292151535,89
3.05009356548635,1.82606088528181,2.6145852615274,7.53899877531735,3.91102648794522,5.90118926317263,90
3.0853535889382,1.88286100663807,2.66853030268259,7.47194359332654,3.9896560963252,5.88577549197107,91
3.13136022922713,1.9439220822867,2.72539120145854,7.41207485620315,4.07235424815861,5.87471637540358,92
3.18744260593981,2.00835370424718,2.78433879791148,7.36026558494709,4.15791501817168,5.86817318029266,93
3.25278291173725,2.07521631438395,2.84451350334672,7.3172712753976,4.24509073767157,5.86624132115704,94
3.32642833782736,2.14353490527973,2.90503783505736,7.28371888140266,4.33261018836532,5.86894896885308,95
3.4073049680627,2.21231323803918,2.96502921199814,7.26009767242013,4.4191971395852,5.87625663978027,96
3.49423343905612,2.28054836969537,3.02361282480446,7.24675209886731,4.50358895860558,5.88805777164106,97
3.58594613795468,2.3472452783766,3.07993439248277,7.2438767692582,4.58455502267131,5.90418027735908,98
3.68110568708941,2.41143137296596,3.13317261975122,7.25151361237319,4.66091466424862,5.92438905449625,99
3.77832444595329,2.47217067566981,3.18255117337418,7.269551265843,4.73155438781638,5.94838941357569,100
3.87618474612451,2.52857747068175,3.227350002849,7.29772670006276,4.79544410713816,5.97583137531793,101
3.97325956406436,2.57982921991347,3.26691584036377,7.33562905375601,4.85165216623913,6.00631477412686,102
4.06813333033383,2.62517855745226,3.30067172691301,7.38270562525722,4.89935892504807,6.03939509340519,103
4.1594225717836,2.66396418783901,3.3281254256592,7.43826993214671,4.93786871159529,6.07458994760747,104
4.24579608570785,2.69562052924504,3.34887659985428,7.50151172171011,4.96661996647643,6.11138611650751,105
4.32599435177735,2.71968596092878,3.3626226506509,7.57150878624746,4.98519343165315,6.14924702910499,106
4.39884789868205,2.73580955470565,3.36916312967503,7.64724041093816,4.99331826417936,6.18762058803889,107
4.46329435765618,2.7437561922712,3.36840266201464,7.72760225816145,4.99087598570131,6.22594722041023,108
4.51839395420709,2.74340999375547,3.36035233700063,7.81142247122568,4.97790221013873,6.26366803761497,109
4.56334321214361,2.73477600751238,3.34512954649946,7.89747876267771,4.95458612435373,6.30023298519838,110
4.59748667006809,2.71798013650341,3.32295627307538,7.98451623800627,4.92126772938031,6.33510886388761,111
4.62032643947963,2.69326730234887,3.29415585298478,8.07126569482974,4.87843288244366,6.36778710483773,112
4.63152946510952,2.66099787381918,3.25914826120546,8.15646213072488,4.8267062120678,6.3977911857107,113
4.63093238161707,2.62164241184675,3.21844398725581,8.23886318981066,4.76684200958514,6.42468357944407,114
4.61854389582411,2.5757748076879,3.17263659110806,8.31726727909459,4.6997132298703,6.44807213438083,115
4.59454465974993,2.52406391429613,3.1223940477473,8.39053109040427,4.62629876169238,6.46761579272355,116
4.55928463629809,2.46726379293987,3.06844900659211,8.45758627239508,4.54766915331239,6.48302956392511,117
4.51327799600915,2.40620271729124,3.01158810781616,8.51745500951847,4.46497100147899,6.49408868049261,118
4.45719561929648,2.34177109533076,2.95264051136322,8.56926428077453,4.37941023146591,6.50063187560352,119
4.39185531349904,2.27490848519399,2.89246580592799,8.61225859032402,4.29223451196603,6.50256373473914,120
4.31820988740893,2.20658989429821,2.83194147421734,8.64581098431896,4.20471506127227,6.49985608704311,121
4.23733325717359,2.13781156153875,2.77195009727656,8.66943219330149,4.11812811005239,6.49254841611591,122
4.15040478618016,2.06957642988257,2.71336648447025,8.68277776685432,4.03373629103201,6.48074728425512,123
4.05869208728161,2.00287952120133,2.65704491679193,8.68565309646342,3.95277022696628,6.4646247785371,124
3.96353253814688,1.93869342661198,2.60380668952348,8.67801625334843,3.87641058538897,6.44441600139994,125
3.86631377928299,1.87795412390812,2.55442813590052,8.65997859987863,3.80577086182121,6.42041564232049,126
3.76845347911178,1.82154732889618,2.5096293064257,8.63180316565886,3.74188114249944,6.39297368057825,127
3.67137866117192,1.77029557966447,2.47006346891093,8.59390081196562,3.68567308339847,6.36249028176932,128
3.57650489490245,1.72494624212567,2.43630758236169,8.5468242404644,3.63796632458952,6.32940996249099,129
3.48521565345269,1.68616061173892,2.4088538836155,8.49125993357491,3.59945653804231,6.29421510828871,130
3.39884213952844,1.65450427033289,2.38810270942042,8.42801814401152,3.57070528316116,6.25741893938868,131
3.31864387345894,1.63043883864916,2.37435665862381,8.35802107947416,3.55213181798445,6.21955802679119,132
3.24579032655424,1.61431524487229,2.36781617959967,8.28228945478346,3.54400698545823,6.18118446785729,133
3.18134386758011,1.60636860730673,2.36857664726006,8.20192760756018,3.54644926393628,6.14285783548595,134
3.12624427102919,1.60671480582246,2.37662697227407,8.11810739449594,3.55942303949886,6.10513701828121,135
3.08129501309268,1.61534879206555,2.39184976277524,8.03205110304391,3.58273912528386,6.0685720706978,136
3.0471515551682,1.63214466307453,2.41402303619932,7.94501362771535,3.61605752025729,6.03369619200857,137
3.02431178575666,1.65685749722907,2.44282345628993,7.85826417089188,3.65889236719393,6.00101795105845,138
3.01310876012677,1.68912692575875,2.47783104806924,7.77306773499675,3.71061903756979,5.97101387018549,139
3.01370584361922,1.72848238773119,2.51853532201889,7.69066667591097,3.77048324005246,5.94412147645211,140
3.02609432941218,1.77434999189004,2.56434271816664,7.61226258662704,3.8376120197673,5.92073292151535,141
3.05009356548635,1.82606088528181,2.6145852615274,7.53899877531735,3.91102648794522,5.90118926317263,142
3.0853535889382,1.88286100663807,2.66853030268259,7.47194359332654,3.9896560963252,5.88577549197107,143
3.13136022922713,1.9439220822867,2.72539120145854,7.41207485620315,4.07235424815861,5.87471637540358,144
3.18744260593981,2.00835370424718,2.78433879791148,7.36026558494709,4.15791501817168,5.86817318029266,145
3.25278291173725,2.07521631438395,2.84451350334672,7.3172712753976,4.24509073767157,5.86624132115704,146
3.32642833782736,2.14353490527973,2.90503783505736,7.28371888140266,4.33261018836532,5.86894896885308,147
3.4073049680627,2.21231323803918,2.96502921199814,7.26009767242013,4.4191971395852,5.87625663978027,148
3.49423343905612,2.28054836969537,3.02361282480446,7.24675209886731,4.50358895860558,5.88805777164106,149
3.58594613795468,2.3472452783766,3.07993439248277,7.2438767692582,4.58455502267131,5.90418027735908,150
3.68110568708941,2.41143137296596,3.13317261975122,7.25151361237319,4.66091466424862,5.92438905449625,151
